,CHEM_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,CHRO_LIB_ENTRY_ID,COMP_ID,LIB_ID,PLATFORM
N6-acetyllysine,100001734,Amino Acid,Lysine Metabolism,109.0,NAMED,DTERQYGMUDWYAZ-ZETCQYMHSA-N,N[C@@H](CCCCNC(C)=O)C(O)=O,N6-acetyllysine,N6-acetyllysine,692-04-6,83801.0,HMDB0000206,C02727,92832.0,128287,36752,209,Neg
dihomo-linolenate (20:3n3 or n6),100001739,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1589.0,NAMED,AHANXAKGNAKFSK-PDBXOOCHSA-N,CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O,dihomo-linolenate (20:3n3 or n6),dihomolinolenate (20:3n3 or 3n6),17046-59-2,4471954.0,HMDB0002925,C03242,5280581.0,143707,35718,209,Neg
mannitol/sorbitol,100001740,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1368.0,NAMED,FBPFZTCFMRRESA-UHFFFAOYSA-N,OCC(O)C(O)C(O)C(O)CO,mannitol/sorbitol,mannitol/sorbitol,,440.0,"HMDB0000247,HMDB0000765","C00392,C00794",57806251.0,146560,46142,305,Polar
tryptophan betaine,100001743,Amino Acid,Tryptophan Metabolism,269.0,NAMED,AOHCBEAZXHZMOR-ZDUSSCGKSA-N,O=C([O-])[C@@H]([N@+](C)(C)C)CC1=CNC2=C1C=CC=C2,tryptophan betaine,tryptophan betaine,20671-76-5,390633.0,HMDB0061115,C09213,442106.0,156317,37097,400,Pos Early
4-vinylphenol sulfate,100001755,Xenobiotics,Benzoate Metabolism,4546.0,NAMED,IETVQHUKTKKBFF-UHFFFAOYSA-N,O=S(OC1=CC=C(C=C)C=C1)(O)=O,4-vinylphenol sulfate,4-vinylphenol sulfate,2628-17-3,4932200.0,HMDB0062775,C05627,6426766.0,144223,36098,209,Neg
4-ethylphenylsulfate,100001756,Xenobiotics,Benzoate Metabolism,4544.0,NAMED,DWZGLEPNCRFCEP-UHFFFAOYSA-N,O=S(OC1=CC=C(CC)C=C1)(O)=O,4-ethylphenylsulfate,4-ethylphenyl sulfate,123-07-9,,HMDB0062551,C13637,20822574.0,144224,36099,209,Neg
pyrraline,100001767,Xenobiotics,Food Component/Plant,5139.0,NAMED,VTYFITADLSVOAS-UHFFFAOYSA-N,NC(C(O)=O)CCCCN1C(C=O)=CC=C1CO,pyrraline,pyrraline,74509-14-1,19980286.0,HMDB0033143,C21013,14274616.0,155071,48428,209,Neg
1-oleoyl-GPI (18:1),100001777,Lipid,Lysophospholipid,2740.0,NAMED,UGDOFRYHDCDVHD-JCASDCETSA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCC/C=C\CCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-oleoyl-GPI (18:1),1-oleoyl-GPI (18:1),,,HMDB0061693,,86289645.0,146821,36602,209,Neg
1-linoleoyl-GPI (18:2)*,100001778,Lipid,Lysophospholipid,2742.0,NAMED,SAHCQBPGXQFTRA-WNOZMNFTSA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-linoleoyl-GPI (18:2)*,1-linoleoyl-GPI* (18:2)*,,,HMDB0240597,,11124828.0,146822,36594,209,Neg
dimethylarginine (SDMA + ADMA),100001810,Amino Acid,Urea cycle; Arginine and Proline Metabolism,505.0,NAMED,YDGMGEXADBMOMJ-LURJTMIESA-N,N[C@@H](CCCNC(N(C)C)=N)C(O)=O,dimethylarginine (SDMA + ADMA),dimethylarginine (ADMA + SDMA),102783-24-4,110375.0,"HMDB0003334,HMDB0001539","C21189,C03626",123831169148.0,156271,36808,400,Pos Early
N-acetylserine,100001851,Amino Acid,"Glycine, Serine and Threonine Metabolism",11.0,NAMED,JJIHLJJYMXLCOY-BYPYZUCNSA-N,OC[C@@H](C(O)=O)NC(C)=O,N-acetylserine,N-acetylserine,97-14-3,58744.0,HMDB0002931,,65249.0,147598,37076,305,Polar
1-stearoyl-2-oleoyl-GPE (18:0/18:1),100001856,Lipid,Phosphatidylethanolamine (PE),2442.0,NAMED,JQKOHRZNEOQNJE-AYBNWLFXSA-N,O=C(CCCCCCC/C=C/CCCCCCCC)O[C@@H](COP(OCCN)(O)=O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-2-oleoyl-GPE (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1),,,HMDB0008993,,9546742.0,164202,42448,402,Pos Late
4-allylphenol sulfate,100001868,Xenobiotics,Food Component/Plant,5110.0,NAMED,KFDHKOFCRYUXLA-UHFFFAOYSA-N,C=CCC1=CC=C(OS(=O)(O)=O)C=C1,4-allylphenol sulfate,4-allylphenol sulfate,,,,,66633409.0,144354,37181,209,Neg
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),100001869,Lipid,Phosphatidylcholine (PC),2350.0,NAMED,PSVRFUPOQYJOOZ-QNPWAGBNSA-N,C[N+](C)(CCOP([O-])(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O)C,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),35418-59-8,17347139.0,HMDB0008048,,16219824.0,164205,42450,402,Pos Late
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),100001870,Lipid,Phosphatidylethanolamine (PE),2427.0,NAMED,HBZNVZIRJWODIB-NHCUFCNUSA-N,O=C(CCCCCCC/C=C\C/C=C\CCCCC)O[C@@H](COP(OCCN)(O)=O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),,7825697.0,HMDB0005322,,9546747.0,164197,42449,402,Pos Late
sphinganine-1-phosphate,100001876,Lipid,Sphingolipid Synthesis,3019.0,NAMED,YHEDRJPUIRMZMP-UHFFFAOYSA-N,OP(O)(OCC(C(CCCCCCCCCCCCCCC)O)N)=O,sphinganine-1-phosphate,sphinganine-1-phosphate,19794-97-9,505.0,HMDB0001383,,520.0,165336,52605,402,Pos Late
glycosyl-N-stearoyl-sphingosine (d18:1/18:0),100001882,Lipid,Hexosylceramides (HCER),3077.0,NAMED,YMYQEDCYNANIPI-OQRGLTFYSA-N,OC1C(CO)OC(OC[C@H](NC(CCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CCCCCCCCCCCCC)C(O)C1O,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),glycosyl-N-stearoyl-sphingosine (d18:1/18:0),,,,,,164199,52234,402,Pos Late
succinylcarnitine (C4-DC),100001948,Energy,TCA Cycle,1464.0,NAMED,HAEVNYBCYZZDFL-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCC(O)=O)=O)=O,succinylcarnitine (C4-DC),succinylcarnitine (C4-DC),256928-74-2,28639166.0,HMDB0061717,,71464481.0,156287,37058,400,Pos Early
"bilirubin (E,E)*",100001950,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4429.0,NAMED,BPYKTIZUTYGOLE-VVCLLGATSA-N,CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C\4C)=O)N3)N2,"bilirubin (E,E)*","bilirubin (E,E)*",,4474753.0,HMDB0240584,,129320511.0,158528,32586,402,Pos Late
"bilirubin (E,Z or Z,E)*",100001951,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4430.0,NAMED,BPYKTIZUTYGOLE-BMNRKXRESA-N,CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2,"bilirubin (E,Z or Z,E)*","bilirubin (E,Z or Z,E)*",,4705847.0,HMDB0000488,C00486,5799469.0,160233,47886,402,Pos Late
N-methylproline,100001956,Amino Acid,Urea cycle; Arginine and Proline Metabolism,525.0,NAMED,CWLQUGTUXBXTLF-UHFFFAOYSA-N,O=C(O)C1N(C)CCC1,N-methylproline,N-methylproline,475-11-6,541.0,HMDB0094696,,643474.0,156358,37431,400,Pos Early
beta-cryptoxanthin,100001977,Cofactors and Vitamins,Vitamin A Metabolism,4455.0,NAMED,DMASLKHVQRHNES-QQGJMDNJSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CC(O)C1,beta-cryptoxanthin,beta-cryptoxanthin,472-70-8,4904571.0,HMDB0033844,C08591,5281235.0,211608,57591,402,Pos Late
"5alpha-androstan-3beta,17beta-diol disulfate",100001987,Lipid,Androgenic Steroids,3405.0,NAMED,JHFAETDERBWUOO-ARKAXQQOSA-N,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)([H])C[C@@H](OS(=O)(O)=O)CC1,"5alpha-androstan-3beta,17beta-diol disulfate","5alpha-androstan-3beta,17beta-diol disulfate",571-20-0,,HMDB00493,C12525,90186325.0,144226,37190,209,Neg
"5alpha-pregnan-3beta,20alpha-diol disulfate",100001988,Lipid,Progestin Steroids,3299.0,NAMED,LSQGWMYMIHQKSA-VNCHAANSSA-N,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4C(OS(=O)(O)=O)C)([H])C[C@@H](OS(=O)(O)=O)CC1,"5alpha-pregnan-3beta,20alpha-diol disulfate","5alpha-pregnan-3beta,20alpha-diol disulfate",,,HMDB0094650,,118703093.0,144254,37198,209,Neg
glycocholenate sulfate*,100001989,Lipid,Secondary Bile Acid Metabolism,3554.0,NAMED,HCXZDHWUVRQLGC-UHFFFAOYSA-N,O=S(OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CCC(NCC(O)=O)=O)C)=C1)(O)=O,glycocholenate sulfate*,glycocholenate sulfate*,,,,,,213336,57741,209,Neg
taurocholenate sulfate*,100001990,Lipid,Secondary Bile Acid Metabolism,3555.0,NAMED,OEDITLKCLMKBOM-UHFFFAOYSA-N,O=S(OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CCC(NCCS(=O)(O)=O)=O)C)=C1)(O)=O,taurocholenate sulfate*,taurocholenate sulfate*,,,,,,142566,32807,209,Neg
"androstenediol (3beta,17beta) disulfate (1)",100001992,Lipid,Androgenic Steroids,3382.0,NAMED,UWPTUYJASNIIJM-QJIZPQHZSA-N,C[C@@]12C(CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)=C[C@@H](OS(=O)(O)=O)CC1,"androstenediol (3beta,17beta) disulfate (1)","androstenediol (3beta,17beta) disulfate (1)",,,HMDB0240313,C04295,87120982.0,144229,37202,209,Neg
pregnenediol disulfate (C21H34O8S2)*,100001993,Lipid,Pregnenolone Steroids,3279.0,NAMED,RKYCGXFEFAPXIP-BWUXAKENSA-N,C[C@@]12C(CCC3C2CC[C@@]4(C)C3CCC4C(OS(=O)(O)=O)C)=CC(OS(=O)(O)=O)CC1,pregnenediol disulfate (C21H34O8S2)*,pregnen-diol disulfate*,,,,,,149820,32562,209,Neg
"androstenediol (3beta,17beta) disulfate (2)",100001994,Lipid,Androgenic Steroids,3383.0,NAMED,UWPTUYJASNIIJM-QJIZPQHZSA-N,C[C@]12C(CCC3C1CC[C@]4(C3CC[C@@H]4OS(=O)(O)=O)C)=C[C@H](CC2)OS(=O)(O)=O,"androstenediol (3beta,17beta) disulfate (2)","androstenediol (3beta,17beta) disulfate (2)",,,HMDB0240313,,87120982.0,144269,37203,209,Neg
21-hydroxypregnenolone disulfate,100001999,Lipid,Pregnenolone Steroids,3272.0,NAMED,CBOVWLYQUCVTFA-WGKOQXAXSA-N,C[C@@]1([C@H]2[C@@](COS(=O)(O)=O)=O)[C@](CC2)([H])[C@@](CC=C3[C@@]4(CC[C@H](OS(=O)(O)=O)C3)C)([H])[C@@]4([H])CC1,21-hydroxypregnenolone disulfate,21-hydroxypregnenolone disulfate,1164-98-3,118625.0,,,134595.0,143743,46115,209,Neg
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",100002009,Lipid,Progestin Steroids,3290.0,NAMED,NOGKXXMAHGCQBS-VNCHAANSSA-N,O[C@H]1CC[C@@]2(C)[C@](CCC3C2CC[C@@]4(C)C3CCC4C(C)OS(=O)(O)=O)([H])C1,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)","5alpha-pregnan-3beta,20beta-diol monosulfate (1)",,,HMDB0240580,,,144279,37196,209,Neg
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",100002014,Lipid,Progestin Steroids,3293.0,NAMED,ZIVKBPVUJZDVBI-MHACIFFSSA-N,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CCC4[C@](C)([H])O)([H])C[C@@H](OS(=O)(O)=O)CC1,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)","5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",,,,,,144283,37200,209,Neg
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",100002018,Lipid,Androgenic Steroids,3397.0,NAMED,LERFMBCTNMFXCT-ILBJSTGGSA-N,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4O)([H])C[C@H](OS(=O)(O)=O)CC1,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)","5alpha-androstan-3alpha,17beta-diol monosulfate (1)",,,,,1.21596226121596e+17,144270,37186,209,Neg
"androstenediol (3alpha, 17alpha) monosulfate (2)",100002026,Lipid,Androgenic Steroids,3386.0,NAMED,VPDALJSLCNNODJ-BVKUPEMCSA-N,O[C@@H]1CCC2C3CCC4=C[C@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,"androstenediol (3alpha, 17alpha) monosulfate (2)","androstenediol (3alpha, 17alpha) monosulfate (2)",,,,,,144213,37207,209,Neg
"androstenediol (3alpha, 17alpha) monosulfate (3)",100002027,Lipid,Androgenic Steroids,3387.0,NAMED,VPDALJSLCNNODJ-IUIQAQCZSA-N,O[C@@H]1CCC2C3CCC4=CC(OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,"androstenediol (3alpha, 17alpha) monosulfate (3)","androstenediol (3alpha, 17alpha) monosulfate (3)",,,,,,144214,37209,209,Neg
"androstenediol (3beta,17beta) monosulfate (1)",100002028,Lipid,Androgenic Steroids,3379.0,NAMED,VPDALJSLCNNODJ-QJIZPQHZSA-N,O[C@H]1CCC2C3CCC4=C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,"androstenediol (3beta,17beta) monosulfate (1)","androstenediol (3beta,17beta) monosulfate (1)",521-17-5,,HMDB0240429,,1.29670631138473e+16,144263,37211,209,Neg
"androstenediol (3beta,17beta) monosulfate (2)",100002029,Lipid,Androgenic Steroids,3380.0,NAMED,KMTOEENORMWLCF-QJIZPQHZSA-N,O[C@H]1CC[C@@]2(C)C(CCC3C2CC[C@@]4(C)C3CC[C@@H]4OS(=O)(O)=O)=C1,"androstenediol (3beta,17beta) monosulfate (2)","androstenediol (3beta,17beta) monosulfate (2)",,,"HMDB0240429,HMDB0186954",,,144261,37210,209,Neg
pregnenediol sulfate (C21H34O5S)*,100002067,Lipid,Pregnenolone Steroids,3278.0,NAMED,MENQCIVHHONJLU-UHFFFAOYSA-N,CC(C1CCC2C3CCC4CC(OS(O)(=O)=O)CCC4(C3CCC12C)C)=O,pregnenediol sulfate (C21H34O5S)*,pregnenediol sulfate (C21H34O5S)*,1247-64-9,13465233.0,HMDB0000774,C18044,105074.0,149838,32619,209,Neg
2-hydroxyglutarate,100002070,Lipid,"Fatty Acid, Dicarboxylate",1680.0,NAMED,HWXBTNAVRSUOJR-UHFFFAOYSA-N,O=C(O)CCC(O)C(O)=O,2-hydroxyglutarate,2-hydroxyglutarate,40951-21-1,42.0,HMDB0059655,C02630,43.0,156347,37253,400,Pos Early
gamma-CEHC,100002094,Cofactors and Vitamins,Tocopherol Metabolism,4388.0,NAMED,VMJQLPNCUPGMNQ-UHFFFAOYSA-N,OC1=C(C)C(C)=C(OC(C)(CCC(O)=O)CC2)C2=C1,gamma-CEHC,gamma-CEHC,178167-75-4,117455.0,HMDB0001931,,133098.0,127733,44876,209,Neg
N-acetyl-beta-alanine,100002102,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4260.0,NAMED,LJLLAWRMBZNPMO-UHFFFAOYSA-N,CC(NCCC(O)=O)=O,N-acetyl-beta-alanine,N-acetyl-beta-alanine,3025-95-4,68881.0,HMDB0061880,C01073,76406.0,127667,37432,209,Neg
"sphingomyelin (d18:1/18:1, d18:2/18:0)",100002106,Lipid,Sphingomyelins,3138.0,NAMED,NBEADXWAAWCCDG-QDDWGVBQSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H],"sphingomyelin (d18:1/18:1, d18:2/18:0)","sphingomyelin (d18:1/18:1, d18:2/18:0)",108392-10-5,4947837.0,HMDB0012101,,6443882.0,164200,37529,402,Pos Late
palmitoyl sphingomyelin (d18:1/16:0),100002107,Lipid,Sphingomyelins,3122.0,NAMED,RWKUXQNLWDTSLO-GWQJGLRPSA-N,CCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,palmitoyl sphingomyelin (d18:1/16:0),palmitoyl sphingomyelin (d18:1/16:0),6254-89-3,8115562.0,HMDB0010169,,9939941.0,164195,37506,402,Pos Late
3-hydroxyhippurate,100002122,Xenobiotics,Benzoate Metabolism,4488.0,NAMED,XDOFWFNMYJRHEW-UHFFFAOYSA-N,O=C(C1=CC=CC(O)=C1)NCC(O)=O,3-hydroxyhippurate,3-hydroxyhippurate,1637-75-8,396603.0,HMDB0006116,,450268.0,141918,39600,209,Neg
16alpha-hydroxy DHEA 3-sulfate,100002126,Lipid,Androgenic Steroids,3358.0,NAMED,ALBNSVAJDFJRKQ-UAFBDMIJSA-N,O=C1[C@H](O)CC2C3CC=C4C[C@@H](OS(=O)(O)=O)CC[C@]4(C)C3CC[C@@]21C,16alpha-hydroxy DHEA 3-sulfate,16alpha-hydroxy DHEA 3-sulfate,,,HMDB0062544,,20848950.0,143871,38168,209,Neg
pregnenolone sulfate,100002129,Lipid,Pregnenolone Steroids,3262.0,NAMED,DIJBBUIOWGGQOP-QGVNFLHTSA-N,C[C@]12CC[C@H](OS(=O)(O)=O)CC1=CC[C@@]3([H])[C@]4([H])CC[C@H]([C@](C)=O)[C@](C)4CC[C@]23[H],pregnenolone sulfate,pregnenolone sulfate,1247-64-9,94802.0,HMDB0000774,C18044,105074.0,127723,38170,209,Neg
andro steroid monosulfate C19H28O6S (1)*,100002152,Lipid,Androgenic Steroids,3412.0,NAMED,UNURIUSTYBXRLV-UHFFFAOYSA-N,CC12CCC(O)CC1=CCC3C2CCC4(C)C3CC(OS(=O)(O)=O)C4=O,andro steroid monosulfate C19H28O6S (1)*,andro steroid monosulfate C19H28O6S (1)*,,,HMDB0002759,,159663.0,149822,32827,209,Neg
13-HODE + 9-HODE,100002196,Lipid,"Fatty Acid, Monohydroxy",2031.0,NAMED,HNICUWMFWZBIFP-IRQZEAMPSA-N,OC(CCCCCCC/C=C\C=C\[C@H](CCCCC)O)=O,13-HODE + 9-HODE,13-HODE + 9-HODE,,,"HMDB0004670,HMDB0004667","C14767,C14762",5.31283052829451e+31,145686,37752,209,Neg
tridecenedioate (C13:1-DC)*,100002199,Lipid,"Fatty Acid, Dicarboxylate",1707.0,NAMED,LGDMAFABHAIORE-DUXPYHPUSA-N,O=C(O)CCCCCC/C=C/CCCC(O)=O,tridecenedioate (C13:1-DC)*,tridecenedioate (C13:1-DC)*,,,,,,220775,62919,209,Neg
cinnamoylglycine,100002253,Xenobiotics,Food Component/Plant,4874.0,NAMED,YAADMLWHGMUGQL-VOTSOKGWSA-N,O=C(NCC(O)=O)/C=C/C1=CC=CC=C1,cinnamoylglycine,cinnamoylglycine,16534-24-0,618829.0,HMDB0011621,,709625.0,141886,38637,209,Neg
stearoyl ethanolamide,100002254,Lipid,Endocannabinoid,2180.0,NAMED,OTGQIQQTPXJQRG-UHFFFAOYSA-N,OCCNC(CCCCCCCCCCCCCCCCC)=O,stearoyl ethanolamide,stearoyl ethanolamide,111-57-9,25958.0,HMDB0013078,,27902.0,159084,38625,402,Pos Late
cis-4-decenoylcarnitine (C10:1),100002259,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1897.0,NAMED,OQWOHRPOYAVIOK-KTKRTIGZSA-N,O=C([O-])CC(OC(CC/C=C\CCCCC)=O)C[N+](C)(C)C,cis-4-decenoylcarnitine (C10:1),cis-4-decenoylcarnitine (C10:1),98930-66-6,28639171.0,HMDB0013205,,57357170.0,159020,38178,402,Pos Late
"2S,3R-dihydroxybutyrate",100002284,Lipid,"Fatty Acid, Dihydroxy",2050.0,NAMED,LOUGYXZSURQALL-GBXIJSLDSA-N,C[C@@H](O)[C@H](O)C(O)=O,"2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",5057-93-2,9139682.0,HMDB0002453,,10964471.0,220825,62950,305,Polar
(16 or 17)-methylstearate (a19:0 or i19:0),100002356,Lipid,"Fatty Acid, Branched",1665.0,NAMED,YETXGSGCWODRAA-UHFFFAOYSA-N,OC(CCCCCCCCCCCCCCCC(C)C)=O,(16 or 17)-methylstearate (a19:0 or i19:0),(16 or 17)-methylstearate (a19:0 or i19:0),2724-59-6,2340933.0,HMDB0037397,,3083779.0,141846,38296,209,Neg
"2R,3R-dihydroxybutyrate",100002367,Lipid,"Fatty Acid, Dihydroxy",2051.0,NAMED,LOUGYXZSURQALL-PWNYCUMCSA-N,OC([C@H](O)[C@H](O)C)=O,"2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",759-06-8,17215960.0,HMDB0000498,,13120901.0,221751,63109,305,Polar
alpha-ketoglutaramate*,100002397,Amino Acid,Glutamate Metabolism,48.0,NAMED,COJBGNAUUSNXHX-UHFFFAOYSA-N,NC(CCC(C(O)=O)=O)=O,alpha-ketoglutaramate*,alpha-ketoglutaramate*,18465-19-5,,HMDB0001552,C00940,48.0,218946,62101,305,Polar
"2,3-dihydroxyisovalerate",100002417,Xenobiotics,Food Component/Plant,4793.0,NAMED,JTEYKUFKXGDTEU-UHFFFAOYSA-N,OC(C(O)C(C)(O)C)=O,"2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate",1756-18-9,657.0,HMDB0012141,C04039,677.0,152194,38276,305,Polar
fucitol,100002455,Xenobiotics,Food Component/Plant,4933.0,NAMED,SKCKOFZKJLZSFA-UHFFFAOYSA-N,CC(O)C(O)C(O)C(O)CO,fucitol,fucitol,13074-06-1,3311.0,,,445724.0,211402,57594,305,Polar
3-methylglutaconate,100002458,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",372.0,NAMED,WKRBKYFIJPGYQC-DUXPYHPUSA-N,OC(C/C(C)=C/C(O)=O)=O,3-methylglutaconate,3-methylglutaconate,5746-90-7,1267861.0,HMDB0000522,,1551553.0,213342,57747,305,Polar
5-(galactosylhydroxy)-lysine,100002462,Amino Acid,Lysine Metabolism,122.0,NAMED,OWGKYELXGFKIHH-MYLOADSESA-N,O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OC(CCC(N)C(O)=O)CN,5-(galactosylhydroxy)-lysine,5-(galactosylhydroxy)-lysine,32448-36-5,,,,66995551.0,208402,43582,400,Pos Early
cysteinylglycine disulfide*,100002466,Amino Acid,Glutathione Metabolism,585.0,NAMED,ZHRLECIZINSPKL-AKGZTFGVSA-N,OC(CNC(C(N)CSSC[C@@H](C(O)=O)N)=O)=O,cysteinylglycine disulfide*,cysteinylglycine disulfide*,70555-24-7,17215992.0,HMDB0000709,,22833544.0,218949,62103,400,Pos Early
isoursodeoxycholate,100002488,Lipid,Secondary Bile Acid Metabolism,3528.0,NAMED,RUDATBOHQWOJDD-DNMBCGTGSA-N,O=C(O)CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,isoursodeoxycholate,isoursodeoxycholate,78919-26-3,113205.0,HMDB0000686,C17662,127601.0,212130,57577,209,Neg
formiminoglutamate,100002500,Amino Acid,Histidine Metabolism,83.0,NAMED,NRXIKWMTVXPVEF-BYPYZUCNSA-N,OC([C@@H](NC=N)CCC(O)=O)=O,formiminoglutamate,formiminoglutamate,816-90-0,388370.0,HMDB0000854,C00439,439233.0,157017,43493,400,Pos Early
hydantoin-5-propionate,100002514,Amino Acid,Histidine Metabolism,79.0,NAMED,VWFWNXQAMGDPGG-UHFFFAOYSA-N,O=C1NC(C(CCC(O)=O)N1)=O,hydantoin-5-propionate,hydantoin-5-propionate,5624-26-0,761.0,HMDB0001212,C05565,782.0,152212,40473,305,Polar
sulfate*,100002528,Xenobiotics,Chemical,6109.0,NAMED,QAOWNCQODCNURD-UHFFFAOYSA-N,OS(O)(=O)=O,sulfate*,sulfate*,14808-79-8,1086.0,HMDB01448,C00059,5152822.0,148213,46960,209,Neg
4-hydroxy-2-oxoglutaric acid,100002537,Lipid,"Fatty Acid, Dicarboxylate",1681.0,NAMED,WXSKVKPSMAHCSG-UHFFFAOYSA-N,OC(C(O)=O)CC(C(O)=O)=O,4-hydroxy-2-oxoglutaric acid,4-hydroxy-2-oxoglutaric acid,1187-99-1,579.0,HMDB0002070,C01127,599.0,207371,40062,305,Polar
S-methylcysteine,100002749,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",463.0,NAMED,IDIDJDIHTAOVLG-VKHMYHEASA-N,OC([C@H](CSC)N)=O,S-methylcysteine,S-methylcysteine,1187-84-4,22826.0,HMDB0002108,,2.44177058174881e+16,141914,39592,209,Neg
androsterone glucuronide,100002761,Lipid,Androgenic Steroids,3359.0,NAMED,VFUIRAVTUVCQTF-BSOWLZGZSA-N,O[C@H]1[C@H](O)[C@@H]([C@](O)=O)O[C@@H](O[C@@H]2CC[C@@]3(C)[C@](CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])CCC5=O)([H])C2)[C@@H]1O,androsterone glucuronide,androsterone glucuronide,1852-43-3,102793.0,HMDB0002829,C11135,114833.0,218457,61846,209,Neg
argininate*,100002769,Amino Acid,Urea cycle; Arginine and Proline Metabolism,529.0,NAMED,BMFMQGXDDJALKQ-BYPYZUCNSA-N,N=C(N)NCCC[C@H](O)C(O)=O,argininate*,argininate*,157-07-3,140984.0,HMDB0003148,,160437.0,211115,57461,400,Pos Early
2-oxoarginine*,100002784,Amino Acid,Urea cycle; Arginine and Proline Metabolism,498.0,NAMED,ARBHXJXXVVHMET-UHFFFAOYSA-N,OC(C(CCC/N=C(N)/N)=O)=O,2-oxoarginine*,2-oxoarginine*,663193,542.0,HMDB0004225,C03771,558.0,208196,55072,400,Pos Early
